;ADVANTEST CORP;AJINOMOTO CO;ALL NIPPON AIRWAYS Y50;ASAHI BANK;ASAHI BREWERIES;ASAHI CHEMICAL IND CO;ASAHI GLASS CO;BANK TOKYO-MITSUBISHI;BRIDGESTONE CORP;CANON INC;CASIO COMPUTER CO;CITIZEN WATCH CO;DAI NIPPON PRINTING CO;DAI-ICHI KANGYO BANK Y50;DAIWA SECURITIES GROUP;DENSO CORP;FANUC;FUJI BANK;FUJI PHOTO FILM CO;FUJITSU;HITACHI;HONDA MOTOR CO;INDUSTRIAL BANK OF JAPAN;ITO-YOKADO CO;JAPAN AIRCRAFT MFG CO;JUSCO CO;KANSAI ELECTRIC POWER CO;KAO CORP;KAWASAKI STEEL CORP;KIRIN BREWERY CO;KOMATSU;KYOCERA CORP
2810073600000;365,75;1910,6;1859,6;659,6;1212,2;784,9;782;831,8;596,8;929,4;1065,2;583,8;1040;1095;1109;1116,6;3687,2;919,9;1086,7;1160,8;826,8;434,8;1698,4;1863,4;109,2;462,6;1043,8;1421,4;941;787,15;302,725;1410,685
2810160000000;365,6;1923,6;1859,5;659;1211;784,3;781;831,5;596;928;1065;583,5;1039;1094,5;1108,5;1116,5;3686;919,7;1086,5;1160,5;826;434;1698;1862,5;109,2;462,5;1043,5;1420,5;940,5;786,96;302,5;1409,808
2810246400000;365,45;1943,1;1859,4;658,4;1209,8;783,7;780;831,2;595,2;926,6;1064,8;583,2;1038;1094;1108;1116,4;3684,8;919,5;1086,3;1160,2;825,2;433,2;1697,6;1861,6;109,2;462,4;1043,2;1419,6;940;786,77;302,275;1408,931
2810332800000;365,3;1962,5;1859,3;657,8;1208,6;783,1;779;830,9;594,4;925,2;1064,6;582,9;1037;1093,5;1107,5;1116,3;3683,6;919,3;1086,1;1159,9;824,4;432,4;1697,2;1860,7;109,2;462,3;1042,9;1418,7;939,5;786,58;302,05;1408,054
2810419200000;365,15;1949,6;1859,2;657,2;1207,4;782,5;778;830,6;593,6;923,8;1064,4;582,6;1036;1093;1107;1116,2;3682,4;919,1;1085,9;1159,6;823,6;431,6;1696,8;1859,8;109,2;462,2;1042,6;1417,8;939;786,39;301,825;1407,177
2810678400000;365;1982;1859,1;656,6;1206,2;781,9;777;830,3;592,8;922,4;1064,2;582,3;1035;1092,5;1106,5;1116,1;3681,2;918,9;1085,7;1159,3;822,8;430,8;1696,4;1858,9;109,2;462,1;1042,3;1416,9;938,5;786,2;301,6;1406,3
2810764800000;364,85;1975,5;1859;656;1205;781,3;776;830;592;921;1064;582;1034;1092;1106;1116;3680;918,7;1085,5;1159;822;430;1696;1858;109,2;462;1042;1416;938;786,01;301,375;1405,423
2810851200000;364,7;1962,5;1858,9;655,4;1203,8;780,7;775;829,7;591,2;919,6;1063,8;581,7;1033;1091,5;1105,5;1115,9;3678,8;918,5;1085,3;1158,7;821,2;429,2;1695,6;1857,1;109,2;461,9;1041,7;1415,1;937,5;785,82;301,15;1404,546
2810937600000;364,55;1943,1;1858,8;654,8;1202,6;780,1;774;829,4;590,4;918,2;1063,6;581,4;1032;1091;1105;1115,8;3677,6;918,3;1085,1;1158,4;820,4;428,4;1695,2;1856,2;109,2;461,8;1041,4;1414,2;937;785,63;300,925;1403,669
2811024000000;364,4;1949,6;1858,7;654,2;1201,4;779,5;773;829,1;589,6;916,8;1063,4;581,1;1031;1090,5;1104,5;1115,7;3676,4;918,1;1084,9;1158,1;819,6;427,6;1694,8;1855,3;109,2;461,7;1041,1;1413,3;936,5;785,44;300,7;1402,792
2811283200000;364,25;1969;1858,6;653,6;1200,2;778,9;772;828,8;588,8;915,4;1063,2;580,8;1030;1090;1104;1115,6;3675,2;917,9;1084,7;1157,8;818,8;426,8;1694,4;1854,4;109,2;461,6;1040,8;1412,4;936;785,25;300,475;1401,915
2811369600000;364,1;1975,5;1858,5;653;1199;778,3;771;828,5;588;914;1063;580,5;1029;1089,5;1103,5;1115,5;3674;917,7;1084,5;1157,5;818;426;1694;1853,5;109,2;461,5;1040,5;1411,5;935,5;785,06;300,25;1401,038
2811456000000;363,95;1943,1;1858,4;652,4;1197,8;777,7;770;828,2;587,2;912,6;1062,8;580,2;1028;1089;1103;1115,4;3672,8;917,5;1084,3;1157,2;817,2;425,2;1693,6;1852,6;109,2;461,4;1040,2;1410,6;935;784,87;300,025;1400,161
2811542400000;363,8;1956;1858,3;651,8;1196,6;777,1;769;827,9;586,4;911,2;1062,6;579,9;1027;1088,5;1102,5;1115,3;3671,6;917,3;1084,1;1156,9;816,4;424,4;1693,2;1851,7;109,2;461,3;1039,9;1409,7;934,5;784,68;299,8;1399,284
2811628800000;363,65;1923,6;1858,2;651,2;1195,4;776,5;768;827,6;585,6;909,8;1062,4;579,6;1026;1088;1102;1115,2;3670,4;917,1;1083,9;1156,6;815,6;423,6;1692,8;1850,8;109,2;461,2;1039,6;1408,8;934;784,49;299,575;1398,407
2811888000000;363,5;1930,1;1858,1;650,6;1194,2;775,9;767;827,3;584,8;908,4;1062,2;579,3;1025;1087,5;1101,5;1115,1;3669,2;916,9;1083,7;1156,3;814,8;422,8;1692,4;1849,9;109,2;461,1;1039,3;1407,9;933,5;784,3;299,35;1397,53
2811974400000;363,35;1917,1;1858;650;1193;775,3;766;827;584;907;1062;579;1024;1087;1101;1115;3668;916,7;1083,5;1156;814;422;1692;1849;109,2;461;1039;1407;933;784,11;299,125;1396,653
2812060800000;363,2;1897,6;1857,9;649,4;1191,8;774,7;765;826,7;583,2;905,6;1061,8;578,7;1023;1086,5;1100,5;1114,9;3666,8;916,5;1083,3;1155,7;813,2;421,2;1691,6;1848,1;109,2;460,9;1038,7;1406,1;932,5;783,92;298,9;1395,776
2812147200000;363,05;1897,6;1857,8;648,8;1190,6;774,1;764;826,4;582,4;904,2;1061,6;578,4;1022;1086;1100;1114,8;3665,6;916,3;1083,1;1155,4;812,4;420,4;1691,2;1847,2;109,2;460,8;1038,4;1405,2;932;783,73;298,675;1394,899
2812233600000;362,9;1943,1;1857,7;648,2;1189,4;773,5;763;826,1;581,6;902,8;1061,4;578,1;1021;1085,5;1099,5;1114,7;3664,4;916,1;1082,9;1155,1;811,6;419,6;1690,8;1846,3;109,2;460,7;1038,1;1404,3;931,5;783,54;298,45;1394,022
2812492800000;362,75;1917,1;1857,6;647,6;1188,2;772,9;762;825,8;580,8;901,4;1061,2;577,8;1020;1085;1099;1114,6;3663,2;915,9;1082,7;1154,8;810,8;418,8;1690,4;1845,4;109,2;460,6;1037,8;1403,4;931;783,35;298,225;1393,145
2812579200000;362,6;1904,1;1857,5;647;1187;772,3;761;825,5;580;900;1061;577,5;1019;1084,5;1098,5;1114,5;3662;915,7;1082,5;1154,5;810;418;1690;1844,5;109,2;460,5;1037,5;1402,5;930,5;783,16;298;1392,268
2812665600000;362,45;1878,1;1857,4;646,4;1185,8;771,7;760;825,2;579,2;898,6;1060,8;577,2;1018;1084;1098;1114,4;3660,8;915,5;1082,3;1154,2;809,2;417,2;1689,6;1843,6;109,2;460,4;1037,2;1401,6;930;782,97;297,775;1391,391
2812752000000;362,3;1858,6;1857,3;645,8;1184,6;771,1;759;824,9;578,4;897,2;1060,6;576,9;1017;1083,5;1097,5;1114,3;3659,6;915,3;1082,1;1153,9;808,4;416,4;1689,2;1842,7;109,2;460,3;1036,9;1400,7;929,5;782,78;297,55;1390,514
2812838400000;362,15;1832,6;1857,2;645,2;1183,4;770,5;758;824,6;577,6;895,8;1060,4;576,6;1016;1083;1097;1114,2;3658,4;915,1;1081,9;1153,6;807,6;415,6;1688,8;1841,8;109,2;460,2;1036,6;1399,8;929;782,59;297,325;1389,637
2813097600000;362;1806,6;1857,1;644,6;1182,2;769,9;757;824,3;576,8;894,4;1060,2;576,3;1015;1082,5;1096,5;1114,1;3657,2;914,9;1081,7;1153,3;806,8;414,8;1688,4;1840,9;109,2;460,1;1036,3;1398,9;928,5;782,4;297,1;1388,76
2813184000000;361,85;1780,6;1857;644;1181;769,3;756;824;576;893;1060;576;1014;1082;1096;1114;3656;914,7;1081,5;1153;806;414;1688;1840;109,2;460;1036;1398;928;782,21;296,875;1387,883
2813270400000;361,7;1754,6;1856,9;643,4;1179,8;768,7;755;823,7;575,2;891,6;1059,8;575,7;1013;1081,5;1095,5;1113,9;3654,8;914,5;1081,3;1152,7;805,2;413,2;1687,6;1839,1;109,2;459,9;1035,7;1397,1;927,5;782,02;296,65;1387,006
2813356800000;361,55;1754,6;1856,8;642,8;1178,6;768,1;754;823,4;574,4;890,2;1059,6;575,4;1012;1081;1095;1113,8;3653,6;914,3;1081,1;1152,4;804,4;412,4;1687,2;1838,2;109,2;459,8;1035,4;1396,2;927;781,83;296,425;1386,129
2813443200000;361,4;1754,6;1856,7;642,2;1177,4;767,5;753;823,1;573,6;888,8;1059,4;575,1;1011;1080,5;1094,5;1113,7;3652,4;914,1;1080,9;1152,1;803,6;411,6;1686,8;1837,3;109,2;459,7;1035,1;1395,3;926,5;781,64;296,2;1385,252
2813702400000;361,25;1754,6;1856,6;641,6;1176,2;766,9;752;822,8;572,8;887,4;1059,2;574,8;1010;1080;1094;1113,6;3651,2;913,9;1080,7;1151,8;802,8;410,8;1686,4;1836,4;109,2;459,6;1034,8;1394,4;926;781,45;295,975;1384,375
2813788800000;361,1;1741,6;1856,5;641;1175;766,3;751;822,5;572;886;1059;574,5;1009;1079,5;1093,5;1113,5;3650;913,7;1080,5;1151,5;802;410;1686;1835,5;109,2;459,5;1034,5;1393,5;925,5;781,26;295,75;1383,498
2813875200000;360,95;1741,6;1856,4;640,4;1173,8;765,7;750;822,2;571,2;884,6;1058,8;574,2;1008;1079;1093;1113,4;3648,8;913,5;1080,3;1151,2;801,2;409,2;1685,6;1834,6;109,2;459,4;1034,2;1392,6;925;781,07;295,525;1382,621
2813961600000;360,8;1754,6;1856,3;639,8;1172,6;765,1;749;821,9;570,4;883,2;1058,6;573,9;1007;1078,5;1092,5;1113,3;3647,6;913,3;1080,1;1150,9;800,4;408,4;1685,2;1833,7;109,2;459,3;1033,9;1391,7;924,5;780,88;295,3;1381,744
2814048000000;360,65;1754,6;1856,2;639,2;1171,4;764,5;748;821,6;569,6;881,8;1058,4;573,6;1006;1078;1092;1113,2;3646,4;913,1;1079,9;1150,6;799,6;407,6;1684,8;1832,8;109,2;459,2;1033,6;1390,8;924;780,69;295,075;1380,867
2814307200000;360,5;1767,6;1856,1;638,6;1170,2;763,9;747;821,3;568,8;880,4;1058,2;573,3;1005;1077,5;1091,5;1113,1;3645,2;912,9;1079,7;1150,3;798,8;406,8;1684,4;1831,9;109,2;459,1;1033,3;1389,9;923,5;780,5;294,85;1379,99
2814393600000;360,35;1741,6;1856;638;1169;763,3;746;821;568;879;1058;573;1004;1077;1091;1113;3644;912,7;1079,5;1150;798;406;1684;1831;109,2;459;1033;1389;923;780,31;294,625;1379,113
2814480000000;360,2;1715,6;1855,9;637,4;1167,8;762,7;745;820,7;567,2;877,6;1057,8;572,7;1003;1076,5;1090,5;1112,9;3642,8;912,5;1079,3;1149,7;797,2;405,2;1683,6;1830,1;109,2;458,9;1032,7;1388,1;922,5;780,12;294,4;1378,236
2814566400000;360,05;1696,1;1855,8;636,8;1166,6;762,1;744;820,4;566,4;876,2;1057,6;572,4;1002;1076;1090;1112,8;3641,6;912,3;1079,1;1149,4;796,4;404,4;1683,2;1829,2;109,2;458,8;1032,4;1387,2;922;779,93;294,175;1377,359
2814652800000;359,9;1689,6;1855,7;636,2;1165,4;761,5;743;820,1;565,6;874,8;1057,4;572,1;1001;1075,5;1089,5;1112,7;3640,4;912,1;1078,9;1149,1;795,6;403,6;1682,8;1828,3;109,2;458,7;1032,1;1386,3;921,5;779,74;293,95;1376,482
2814912000000;359,75;1683,1;1855,6;635,6;1164,2;760,9;742;819,8;564,8;873,4;1057,2;571,8;1000;1075;1089;1112,6;3639,2;911,9;1078,7;1148,8;794,8;402,8;1682,4;1827,4;109,2;458,6;1031,8;1385,4;921;779,55;293,725;1375,605
2814998400000;359,6;1676,6;1855,5;635;1163;760,3;741;819,5;564;872;1057;571,5;999;1074,5;1088,5;1112,5;3638;911,7;1078,5;1148,5;794;402;1682;1826,5;109,2;458,5;1031,5;1384,5;920,5;779,36;293,5;1374,728
2815084800000;359,45;1683,1;1855,4;634,4;1161,8;759,7;740;819,2;563,2;870,6;1056,8;571,2;998;1074;1088;1112,4;3636,8;911,5;1078,3;1148,2;793,2;401,2;1681,6;1825,6;109,2;458,4;1031,2;1383,6;920;779,17;293,275;1373,851
2815171200000;359,3;1683,1;1855,3;633,8;1160,6;759,1;739;818,9;562,4;869,2;1056,6;570,9;997;1073,5;1087,5;1112,3;3635,6;911,3;1078,1;1147,9;792,4;400,4;1681,2;1824,7;109,2;458,3;1030,9;1382,7;919,5;778,98;293,05;1372,974
2815257600000;359,15;1696,1;1855,2;633,2;1159,4;758,5;738;818,6;561,6;867,8;1056,4;570,6;996;1073;1087;1112,2;3634,4;911,1;1077,9;1147,6;791,6;399,6;1680,8;1823,8;109,2;458,2;1030,6;1381,8;919;778,79;292,825;1372,097
2815516800000;359;1696,1;1855,1;632,6;1158,2;757,9;737;818,3;560,8;866,4;1056,2;570,3;995;1072,5;1086,5;1112,1;3633,2;910,9;1077,7;1147,3;790,8;398,8;1680,4;1822,9;109,2;458,1;1030,3;1380,9;918,5;778,6;292,6;1371,22
2815603200000;358,85;1696,1;1855;632;1157;757,3;736;818;560;865;1056;570;994;1072;1086;1112;3632;910,7;1077,5;1147;790;398;1680;1822;109,2;458;1030;1380;918;778,41;292,375;1370,343
2815689600000;358,7;1709,1;1854,9;631,4;1155,8;756,7;735;817,7;559,2;863,6;1055,8;569,7;993;1071,5;1085,5;1111,9;3630,8;910,5;1077,3;1146,7;789,2;397,2;1679,6;1821,1;109,2;457,9;1029,7;1379,1;917,5;778,22;292,15;1369,466
2815776000000;358,55;1728,6;1854,8;630,8;1154,6;756,1;734;817,4;558,4;862,2;1055,6;569,4;992;1071;1085;1111,8;3629,6;910,3;1077,1;1146,4;788,4;396,4;1679,2;1820,2;109,2;457,8;1029,4;1378,2;917;778,03;291,925;1368,589
2815862400000;358,4;1696,1;1854,7;630,2;1153,4;755,5;733;817,1;557,6;860,8;1055,4;569,1;991;1070,5;1084,5;1111,7;3628,4;910,1;1076,9;1146,1;787,6;395,6;1678,8;1819,3;109,2;457,7;1029,1;1377,3;916,5;777,84;291,7;1367,712
2816121600000;358,25;1683,1;1854,6;629,6;1152,2;754,9;732;816,8;556,8;859,4;1055,2;568,8;990;1070;1084;1111,6;3627,2;909,9;1076,7;1145,8;786,8;394,8;1678,4;1818,4;109,2;457,6;1028,8;1376,4;916;777,65;291,475;1366,835
2816208000000;358,1;1759,1;1854,5;629;1151;754,3;731;816,5;556;858;1055;568,5;989;1069,5;1083,5;1111,5;3626;909,7;1076,5;1145,5;786;394;1678;1817,5;109,2;457,5;1028,5;1375,5;915,5;777,46;291,25;1365,958
2816294400000;357,95;1850,4;1854,4;628,4;1149,8;753,7;730;816,2;555,2;856,6;1054,8;568,2;988;1069;1083;1111,4;3624,8;909,5;1076,3;1145,2;785,2;393,2;1677,6;1816,6;109,2;457,4;1028,2;1374,6;915;777,27;291,025;1365,081
2816380800000;357,8;1824,3;1854,3;627,8;1148,6;753,1;729;815,9;554,4;855,2;1054,6;567,9;987;1068,5;1082,5;1111,3;3623,6;909,3;1076,1;1144,9;784,4;392,4;1677,2;1815,7;109,2;457,3;1027,9;1373,7;914,5;777,08;290,8;1364,204
2816467200000;357,65;1843,8;1854,2;627,2;1147,4;752,5;728;815,6;553,6;853,8;1054,4;567,6;986;1068;1082;1111,2;3622,4;909,1;1075,9;1144,6;783,6;391,6;1676,8;1814,8;109,2;457,2;1027,6;1372,8;914;776,89;290,575;1363,327
2816726400000;357,5;1824,3;1854,1;626,6;1146,2;751,9;727;815,3;552,8;852,4;1054,2;567,3;985;1067,5;1081,5;1111,1;3621,2;908,9;1075,7;1144,3;782,8;390,8;1676,4;1813,9;109,2;457,1;1027,3;1371,9;913,5;776,7;290,35;1362,45
2816812800000;357,35;1817,8;1854;626;1145;751,3;726;815;552;851;1054;567;984;1067;1081;1111;3620;908,7;1075,5;1144;782;390;1676;1813;109,2;457;1027;1371;913;776,51;290,125;1361,573
2816899200000;357,2;1791,7;1853,9;625,4;1143,8;750,7;725;814,7;551,2;849,6;1053,8;566,7;983;1066,5;1080,5;1110,9;3618,8;908,5;1075,3;1143,7;781,2;389,2;1675,6;1812,1;109,2;456,9;1026,7;1370,1;912,5;776,32;289,9;1360,696
2816985600000;357,05;1765,7;1853,8;624,8;1142,6;750,1;724;814,4;550,4;848,2;1053,6;566,4;982;1066;1080;1110,8;3617,6;908,3;1075,1;1143,4;780,4;388,4;1675,2;1811,2;109,2;456,8;1026,4;1369,2;912;776,13;289,675;1359,819
2817072000000;356,9;1759,1;1853,7;624,2;1141,4;749,5;723;814,1;549,6;846,8;1053,4;566,1;981;1065,5;1079,5;1110,7;3616,4;908,1;1074,9;1143,1;779,6;387,6;1674,8;1810,3;109,2;456,7;1026,1;1368,3;911,5;775,94;289,45;1358,942
2817331200000;356,75;1746,1;1853,6;623,6;1140,2;748,9;722;813,8;548,8;845,4;1053,2;565,8;980;1065;1079;1110,6;3615,2;907,9;1074,7;1142,8;778,8;386,8;1674,4;1809,4;109,2;456,6;1025,8;1367,4;911;775,75;289,225;1358,065
2817417600000;356,6;1746,1;1853,5;623;1139;748,3;721;813,5;548;844;1053;565,5;979;1064,5;1078,5;1110,5;3614;907,7;1074,5;1142,5;778;386;1674;1808,5;109,2;456,5;1025,5;1366,5;910,5;775,56;289;1357,188
2817504000000;356,45;1765,7;1853,4;622,4;1137,8;747,7;720;813,2;547,2;842,6;1052,8;565,2;978;1064;1078;1110,4;3612,8;907,5;1074,3;1142,2;777,2;385,2;1673,6;1807,6;109,2;456,4;1025,2;1365,6;910;775,37;288,775;1356,311
2817590400000;356,3;1759,1;1853,3;621,8;1136,6;747,1;719;812,9;546,4;841,2;1052,6;564,9;977;1063,5;1077,5;1110,3;3611,6;907,3;1074,1;1141,9;776,4;384,4;1673,2;1806,7;109,2;456,3;1024,9;1364,7;909,5;775,18;288,55;1355,434
2817676800000;356,15;1752,6;1853,2;621,2;1135,4;746,5;718;812,6;545,6;839,8;1052,4;564,6;976;1063;1077;1110,2;3610,4;907,1;1073,9;1141,6;775,6;383,6;1672,8;1805,8;109,2;456,2;1024,6;1363,8;909;774,99;288,325;1354,557
2817936000000;356;1759,1;1853,1;620,6;1134,2;745,9;717;812,3;544,8;838,4;1052,2;564,3;975;1062,5;1076,5;1110,1;3609,2;906,9;1073,7;1141,3;774,8;382,8;1672,4;1804,9;109,2;456,1;1024,3;1362,9;908,5;774,8;288,1;1353,68
2818022400000;355,85;1759,1;1853;620;1133;745,3;716;812;544;837;1052;564;974;1062;1076;1110;3608;906,7;1073,5;1141;774;382;1672;1804;109,2;456;1024;1362;908;774,61;287,875;1352,803
2818108800000;355,7;1726,6;1852,9;619,4;1131,8;744,7;715;811,7;543,2;835,6;1051,8;563,7;973;1061,5;1075,5;1109,9;3606,8;906,5;1073,3;1140,7;773,2;381,2;1671,6;1803,1;109,2;455,9;1023,7;1361,1;907,5;774,42;287,65;1351,926
2818195200000;355,55;1726,6;1852,8;618,8;1130,6;744,1;714;811,4;542,4;834,2;1051,6;563,4;972;1061;1075;1109,8;3605,6;906,3;1073,1;1140,4;772,4;380,4;1671,2;1802,2;109,2;455,8;1023,4;1360,2;907;774,23;287,425;1351,049
2818281600000;355,4;1746,1;1852,7;618,2;1129,4;743,5;713;811,1;541,6;832,8;1051,4;563,1;971;1060,5;1074,5;1109,7;3604,4;906,1;1072,9;1140,1;771,6;379,6;1670,8;1801,3;109,2;455,7;1023,1;1359,3;906,5;774,04;287,2;1350,172
2818540800000;355,25;1791,7;1852,6;617,6;1128,2;742,9;712;810,8;540,8;831,4;1051,2;562,8;970;1060;1074;1109,6;3603,2;905,9;1072,7;1139,8;770,8;378,8;1670,4;1800,4;109,2;455,6;1022,8;1358,4;906;773,85;286,975;1349,295
2818627200000;355,1;1772,2;1852,5;617;1127;742,3;711;810,5;540;830;1051;562,5;969;1059,5;1073,5;1109,5;3602;905,7;1072,5;1139,5;770;378;1670;1799,5;109,2;455,5;1022,5;1357,5;905,5;773,66;286,75;1348,418
2818713600000;354,95;1772,2;1852,4;616,4;1125,8;741,7;710;810,2;539,2;828,6;1050,8;562,2;968;1059;1073;1109,4;3600,8;905,5;1072,3;1139,2;769,2;377,2;1669,6;1798,6;109,2;455,4;1022,2;1356,6;905;773,47;286,525;1347,541
2818800000000;354,8;1765,7;1852,3;615,8;1124,6;741,1;709;809,9;538,4;827,2;1050,6;561,9;967;1058,5;1072,5;1109,3;3599,6;905,3;1072,1;1138,9;768,4;376,4;1669,2;1797,7;109,2;455,3;1021,9;1355,7;904,5;773,28;286,3;1346,664
2818886400000;354,65;1791,7;1852,2;615,2;1123,4;740,5;708;809,6;537,6;825,8;1050,4;561,6;966;1058;1072;1109,2;3598,4;905,1;1071,9;1138,6;767,6;375,6;1668,8;1796,8;109,2;455,2;1021,6;1354,8;904;773,09;286,075;1345,787
2819145600000;354,5;1785,2;1852,1;614,6;1122,2;739,9;707;809,3;536,8;824,4;1050,2;561,3;965;1057,5;1071,5;1109,1;3597,2;904,9;1071,7;1138,3;766,8;374,8;1668,4;1795,9;109,2;455,1;1021,3;1353,9;903,5;772,9;285,85;1344,91
2819232000000;354,35;1863,4;1852;614;1121;739,3;706;809;536;823;1050;561;964;1057;1071;1109;3596;904,7;1071,5;1138;766;374;1668;1795;109,2;455;1021;1353;903;772,71;285,625;1344,033
2819318400000;354,2;1863,4;1851,9;613,4;1119,8;738,7;705;808,7;535,2;821,6;1049,8;560,7;963;1056,5;1070,5;1108,9;3594,8;904,5;1071,3;1137,7;765,2;373,2;1667,6;1794,1;109,2;454,9;1020,7;1352,1;902,5;772,52;285,4;1343,156
2819404800000;354,05;1863,4;1851,8;612,8;1118,6;738,1;704;808,4;534,4;820,2;1049,6;560,4;962;1056;1070;1108,8;3593,6;904,3;1071,1;1137,4;764,4;372,4;1667,2;1793,2;109,2;454,8;1020,4;1351,2;902;772,33;285,175;1342,279
2819491200000;353,9;1863,4;1851,7;612,2;1117,4;737,5;703;808,1;533,6;818,8;1049,4;560,1;961;1055,5;1069,5;1108,7;3592,4;904,1;1070,9;1137,1;763,6;371,6;1666,8;1792,3;109,2;454,7;1020,1;1350,3;901,5;772,14;284,95;1341,402
2819750400000;353,75;1850,4;1851,6;611,6;1116,2;736,9;702;807,8;532,8;817,4;1049,2;559,8;960;1055;1069;1108,6;3591,2;903,9;1070,7;1136,8;762,8;370,8;1666,4;1791,4;109,2;454,6;1019,8;1349,4;901;771,95;284,725;1340,525
2819836800000;353,6;1843,8;1851,5;611;1115;736,3;701;807,5;532;816;1049;559,5;959;1054,5;1068,5;1108,5;3590;903,7;1070,5;1136,5;762;370;1666;1790,5;109,2;454,5;1019,5;1348,5;900,5;771,76;284,5;1339,648
2819923200000;353,45;1817,8;1851,4;610,4;1113,8;735,7;700;807,2;531,2;814,6;1048,8;559,2;958;1054;1068;1108,4;3588,8;903,5;1070,3;1136,2;761,2;369,2;1665,6;1789,6;109,2;454,4;1019,2;1347,6;900;771,57;284,275;1338,771
2820009600000;353,3;1791,7;1851,3;609,8;1112,6;735,1;699;806,9;530,4;813,2;1048,6;558,9;957;1053,5;1067,5;1108,3;3587,6;903,3;1070,1;1135,9;760,4;368,4;1665,2;1788,7;109,2;454,3;1018,9;1346,7;899,5;771,38;284,05;1337,894
2820096000000;353,15;1791,7;1851,2;609,2;1111,4;734,5;698;806,6;529,6;811,8;1048,4;558,6;956;1053;1067;1108,2;3586,4;903,1;1069,9;1135,6;759,6;367,6;1664,8;1787,8;109,2;454,2;1018,6;1345,8;899;771,19;283,825;1337,017
2820355200000;353;1791,7;1851,1;608,6;1110,2;733,9;697;806,3;528,8;810,4;1048,2;558,3;955;1052,5;1066,5;1108,1;3585,2;902,9;1069,7;1135,3;758,8;366,8;1664,4;1786,9;109,2;454,1;1018,3;1344,9;898,5;771;283,6;1336,14
2820441600000;352,85;1811,3;1851;608;1109;733,3;696;806;528;809;1048;558;954;1052;1066;1108;3584;902,7;1069,5;1135;758;366;1664;1786;109,2;454;1018;1344;898;770,81;283,375;1335,263
2820528000000;352,7;1811,3;1850,9;607,4;1107,8;732,7;695;805,7;527,2;807,6;1047,8;557,7;953;1051,5;1065,5;1107,9;3582,8;902,5;1069,3;1134,7;757,2;365,2;1663,6;1785,1;109,2;453,9;1017,7;1343,1;897,5;770,62;283,15;1334,386
2820614400000;352,55;1804,8;1850,8;606,8;1106,6;732,1;694;805,4;526,4;806,2;1047,6;557,4;952;1051;1065;1107,8;3581,6;902,3;1069,1;1134,4;756,4;364,4;1663,2;1784,2;109,2;453,8;1017,4;1342,2;897;770,43;282,925;1333,509
2820700800000;352,4;1824,3;1850,7;606,2;1105,4;731,5;693;805,1;525,6;804,8;1047,4;557,1;951;1050,5;1064,5;1107,7;3580,4;902,1;1068,9;1134,1;755,6;363,6;1662,8;1783,3;109,2;453,7;1017,1;1341,3;896,5;770,24;282,7;1332,632
2820960000000;352,25;1804,8;1850,6;605,6;1104,2;730,9;692;804,8;524,8;803,4;1047,2;556,8;950;1050;1064;1107,6;3579,2;901,9;1068,7;1133,8;754,8;362,8;1662,4;1782,4;109,2;453,6;1016,8;1340,4;896;770,05;282,475;1331,755
2821046400000;352,1;1798,2;1850,5;605;1103;730,3;691;804,5;524;802;1047;556,5;949;1049,5;1063,5;1107,5;3578;901,7;1068,5;1133,5;754;362;1662;1781,5;109,2;453,5;1016,5;1339,5;895,5;769,86;282,25;1330,878
2821132800000;351,95;1791,7;1850,4;604,4;1101,8;729,7;690;804,2;523,2;800,6;1046,8;556,2;948;1049;1063;1107,4;3576,8;901,5;1068,3;1133,2;753,2;361,2;1661,6;1780,6;109,2;453,4;1016,2;1338,6;895;769,67;282,025;1330,001
2821219200000;351,8;1791,7;1850,3;603,8;1100,6;729,1;689;803,9;522,4;799,2;1046,6;555,9;947;1048,5;1062,5;1107,3;3575,6;901,3;1068,1;1132,9;752,4;360,4;1661,2;1779,7;109,2;453,3;1015,9;1337,7;894,5;769,48;281,8;1329,124
2821305600000;351,65;1778,7;1850,2;603,2;1099,4;728,5;688;803,6;521,6;797,8;1046,4;555,6;946;1048;1062;1107,2;3574,4;901,1;1067,9;1132,6;751,6;359,6;1660,8;1778,8;109,2;453,2;1015,6;1336,8;894;769,29;281,575;1328,247
2821564800000;351,5;1778,7;1850,1;602,6;1098,2;727,9;687;803,3;520,8;796,4;1046,2;555,3;945;1047,5;1061,5;1107,1;3573,2;900,9;1067,7;1132,3;750,8;358,8;1660,4;1777,9;109,2;453,1;1015,3;1335,9;893,5;769,1;281,35;1327,37
2821651200000;351,35;1791,7;1850;602;1097;727,3;686;803;520;795;1046;555;944;1047;1061;1107;3572;900,7;1067,5;1132;750;358;1660;1777;109,2;453;1015;1335;893;768,91;281,125;1326,493
2821737600000;351,2;1798,2;1849,9;601,4;1095,8;726,7;685;802,7;519,2;793,6;1045,8;554,7;943;1046,5;1060,5;1106,9;3570,8;900,5;1067,3;1131,7;749,2;357,2;1659,6;1776,1;109,2;452,9;1014,7;1334,1;892,5;768,72;280,9;1325,616
2821824000000;351,05;1772,2;1849,8;600,8;1094,6;726,1;684;802,4;518,4;792,2;1045,6;554,4;942;1046;1060;1106,8;3569,6;900,3;1067,1;1131,4;748,4;356,4;1659,2;1775,2;109,2;452,8;1014,4;1333,2;892;768,53;280,675;1324,739
